Temp,Turbidity,pH,Water Quality
67.4487248165457,10.1271479017666,4.75165740703128,2
64.6266659999542,94.0155952075645,3.0851536815857,2
65.1218417899778,90.6534622873011,9.64851512301191,2
1.64033373093172,0.0663439563166512,4.81998839331818,2
64.8634342830838,2.11917303971007,10.2440335011367,2
3.01015405181823,10.4724680832537,12.7131079019202,2
70.599092094067,4.41147528983321,10.4740930064027,2
80.8606937554782,96.6107019452929,1.49019233054724,2
81.2048433040614,11.5194888771695,0.0479666677027764,2
1.09815075330492,10.591560128811,0.00394431040072218,2
13.8331547715561,92.041231994108,13.6526565318692,2
12.2574848720116,9.29309287627437,5.1133648907348,2
3.72309668917736,81.1455197204036,4.24416644188052,2
75.789240674479,97.4029558517967,13.3452524629657,2
60.6606805261031,87.8001733190087,4.80593159919844,2
10.8712019556128,4.12614929710717,1.86521216601987,2
83.6311234131864,98.8263900317306,2.85563394542651,2
62.1609386288726,95.2331288433391,12.9945339876201,2
80.4986503828123,9.71162544535104,0.0663699192029994,2
3.80416911466122,86.0651539664165,5.53490136653335,2
74.8252678173837,82.1627582693721,12.4827438507822,2
3.75931578647501,1.34460214929128,2.19199653338852,2
78.9730278080234,1.64698885552231,11.6746360821064,2
64.0034383429898,12.317794317588,4.87567307053853,2
4.96744318657394,81.7525237042744,4.95502584636945,2
6.42805779507514,84.3623698903272,9.96284620019673,2
10.0927901861162,90.2872005646656,4.96977732379335,2
63.7757650341979,8.53539867087325,3.57734787537114,2
0.8801024772151,5.23873459814892,0.228482329728312,2
9.37940817625989,11.701418656955,12.8223747067744,2
2.81661401744587,10.0076348345958,0.286045598135156,2
72.7578560201019,0.177769903311181,1.37788845500473,2
67.8454528208736,94.6563196204493,4.51412730670484,2
0.777843202742128,10.5222706461995,0.287929358655302,2
14.5938662649567,85.4463860702277,1.67395142292293,2
0.411089100525637,12.2194299662361,1.01758175355377,2
68.452935711815,86.3199827114084,13.3415592648726,2
65.2633600740492,13.2056829536753,11.697856171983,2
80.0535232430736,0.0514235005941593,10.4413265971797,2
0.849194232397815,93.3833973502855,14.077074513349,2
82.1754247747006,12.7113750165585,4.60759969844569,2
72.0741776747857,90.7633298189611,12.4270315643639,2
72.2684158317994,5.55265265487958,14.1304748435604,2
82.7691359785106,2.2387537552442,5.89399749653286,2
6.59658192244672,81.6700075572096,1.05621850154879,2
69.5201241419979,5.57282917228837,11.5691953060931,2
78.2568592691549,97.1719961538911,10.2827726993215,2
84.0248059353493,90.4020710530117,4.06666247614159,2
5.85925556062056,0.536929890078904,9.58197791878239,2
63.2973540037937,93.3011037776571,0.847693409121974,2
